Psalm A,Psalm B,Contiguous Phrase Matches,Skipgram Matches,Root Matches,Final Score
55,78,2,3,36,191.02
38,49,0,0,19,190.94
54,66,0,1,15,190.87
49,109,0,1,23,190.82
80,89,3,2,22,190.82
71,138,1,2,15,190.81
84,104,1,2,18,190.81
26,101,2,0,11,190.79
41,88,1,1,16,190.77
49,77,0,0,21,190.77
66,115,1,3,19,190.76
53,102,0,1,17,190.73
48,72,2,1,12,190.71
72,78,1,1,30,190.68
44,119,3,6,47,190.62
31,89,4,4,30,190.58
65,78,0,0,25,190.56
20,98,0,0,9,190.51
33,38,2,1,19,190.49
84,112,0,0,13,190.48
17,89,1,2,25,190.45
50,69,1,3,26,190.43
61,65,0,1,11,190.4
52,65,0,0,12,190.4
27,130,1,0,12,190.4
81,105,2,3,22,190.39
4,51,2,0,8,190.21
9,22,6,0,21,190.16
79,139,0,0,22,190.15
8,21,1,0,10,190.1
7,138,1,1,13,190.07
104,139,0,2,25,190.06
64,102,0,0,16,190.04
38,73,1,0,21,190.03
4,25,2,1,11,190.02
14,69,1,0,21,189.99
57,77,0,0,14,189.98
22,56,2,1,22,189.98
55,109,0,2,27,189.96
31,92,1,0,22,189.95
98,118,2,1,13,189.93
55,72,0,0,21,189.92
72,74,1,1,19,189.92
65,72,0,0,12,189.91
7,36,2,1,16,189.9
81,89,2,2,29,189.85
10,102,2,2,21,189.72
38,104,1,0,23,189.71
7,142,1,0,11,189.69
82,88,0,0,13,189.69
35,41,2,0,22,189.65
84,132,1,0,15,189.62
54,109,1,2,14,189.5
55,89,1,2,33,189.48
69,71,2,3,27,189.48
30,106,2,2,17,189.44
5,11,1,2,11,189.41
3,79,0,0,15,189.26
9,143,3,1,18,189.21
30,104,3,2,14,189.08
89,111,0,0,19,189.06
35,53,0,0,16,188.98
4,31,4,2,13,188.96
66,144,0,2,16,188.92
27,119,3,6,39,188.92
2,137,0,1,7,188.9
127,129,1,0,6,188.85
31,43,1,1,11,188.83
13,112,0,1,8,188.81
115,149,1,0,8,188.72
59,135,2,0,16,188.71
41,59,4,1,15,188.69
25,71,4,3,18,188.67
5,88,0,1,16,188.54
22,39,2,0,22,188.49
71,132,0,0,20,188.43
22,80,0,2,21,188.36
55,121,0,0,14,188.3
109,112,1,1,17,188.29
34,90,0,0,17,188.29
73,110,0,0,15,188.23
31,78,1,3,36,188.19
26,81,0,0,15,188.18
44,105,0,1,28,188.15
96,105,0,1,23,188.13
7,139,0,0,22,188.12
35,79,1,3,18,187.94
47,76,0,0,9,187.91
18,138,1,1,23,187.88
18,58,0,0,24,187.88
65,109,0,0,18,187.8
55,130,0,0,14,187.77
63,109,1,0,19,187.75
33,52,1,0,15,187.74
34,52,1,1,13,187.72
107,109,2,1,30,187.67
20,76,1,0,9,187.67
22,139,4,1,24,187.65
19,61,1,0,11,187.58
66,118,0,2,17,187.57
55,62,1,0,17,187.56
11,17,2,1,9,187.56
77,108,0,0,14,187.48
37,39,1,1,23,187.48
102,119,10,5,45,187.46
26,36,1,1,13,187.45
25,35,1,4,20,187.37
46,58,0,1,11,187.22
18,86,1,2,33,187.2
53,85,1,1,10,187.19
13,89,1,3,17,187.17
17,35,0,1,18,187.16
63,65,1,0,11,187.15
32,82,0,0,11,187.09
139,143,1,0,21,187.04
90,143,2,0,13,187.03
77,98,0,2,13,187.0
10,49,0,1,19,186.98
51,132,1,0,17,186.91
16,78,1,0,24,186.89
22,33,1,6,23,186.78
33,34,2,3,17,186.76
15,94,0,0,12,186.74
32,39,0,0,17,186.7
31,54,1,2,14,186.64
66,116,0,0,18,186.54
105,146,2,0,18,186.53
9,18,2,3,28,186.47
69,97,1,1,20,186.32
61,81,1,0,14,186.3
36,77,0,0,17,186.28
111,119,1,3,28,186.28
34,72,0,0,21,186.25
22,74,0,5,22,186.24
68,97,0,0,20,186.24
26,88,0,0,16,186.19
56,120,1,0,9,186.16
3,84,0,0,12,186.15
33,66,3,3,20,186.15
2,22,2,0,14,186.13
92,133,0,0,9,186.1
18,103,2,3,32,186.08
52,58,0,0,9,186.06
16,21,2,0,12,186.05
5,10,1,2,16,186.05
39,138,0,1,13,186.05
23,110,0,1,8,186.03
52,55,2,0,15,186.0
45,119,2,3,37,186.0
33,40,2,2,20,185.99
15,85,0,0,10,185.89
33,119,6,10,35,185.87
91,140,0,0,12,185.83
66,149,0,0,9,185.81
10,89,3,0,25,185.81
48,51,2,2,14,185.8
22,25,3,1,21,185.8
40,94,2,2,18,185.78
10,115,0,0,19,185.73
107,119,4,3,51,185.69
46,147,0,2,15,185.62
7,50,2,1,18,185.61
49,104,0,0,21,185.59
27,89,3,1,26,185.44
25,109,2,4,21,185.43
74,95,0,0,14,185.36
11,141,0,2,9,185.32
5,33,0,0,17,185.3
41,66,0,1,19,185.21
41,112,1,2,11,185.2
9,67,0,0,12,185.18
22,110,0,0,14,185.15
34,142,0,0,14,185.12
52,88,1,0,14,185.09
63,77,0,0,13,184.99
77,145,0,0,21,184.98
84,148,0,0,12,184.96
115,145,1,4,18,184.96
31,106,3,3,27,184.93
77,79,1,1,17,184.92
12,50,0,0,13,184.91
58,78,0,0,21,184.85
65,76,0,1,11,184.72
10,17,3,2,13,184.56
69,103,0,2,27,184.55
80,85,0,0,13,184.53
19,81,0,0,16,184.5
14,20,0,0,10,184.5
44,57,0,1,15,184.44
34,116,0,1,18,184.42
55,147,0,0,22,184.41
14,139,1,0,14,184.4
9,82,0,2,12,184.39
64,112,0,0,11,184.37
61,86,5,0,9,184.36
42,44,2,2,16,184.35
46,140,0,0,11,184.31
80,83,0,1,18,184.3
19,32,0,0,15,184.26
63,139,1,0,15,184.26
103,146,2,0,9,184.22
44,51,1,1,17,184.22
31,82,2,0,12,184.19
6,7,0,1,13,184.15
55,140,0,0,20,184.14
22,107,2,1,28,184.12
27,86,3,6,12,184.11
2,94,1,1,11,184.09
68,73,1,2,25,184.07
90,140,0,0,15,183.97
33,111,1,0,13,183.95
48,76,0,0,13,183.93
61,73,0,0,13,183.92
4,112,0,0,10,183.84
55,141,0,1,18,183.78
36,109,1,1,22,183.74
35,44,3,2,20,183.74
33,148,3,1,17,183.73
31,44,1,0,26,183.73
57,146,0,0,7,183.7
66,72,1,5,16,183.68
102,147,2,3,16,183.57
82,140,0,0,11,183.55
68,69,1,3,29,183.54
47,57,2,0,8,183.53
89,119,7,12,59,183.44
14,119,0,1,28,183.43
25,111,0,0,13,183.43
59,76,2,2,10,183.35
94,143,2,3,14,183.31
61,139,1,0,15,183.21
77,83,0,2,13,183.18
37,78,0,5,38,183.15
32,109,1,0,21,183.15
10,69,4,0,23,183.08
49,125,1,0,5,182.99
78,85,1,0,22,182.92
84,146,2,2,11,182.92
54,94,0,1,11,182.91
65,93,0,0,8,182.91
34,112,1,0,15,182.9
10,45,2,1,17,182.9
37,89,4,4,30,182.87
21,31,2,2,15,182.85
36,41,0,1,13,182.84
59,130,0,1,13,182.84
63,73,0,0,15,182.77
48,73,2,0,16,182.75
31,41,4,2,15,182.69
17,91,1,0,11,182.64
78,84,0,1,24,182.63
81,95,1,1,11,182.56
21,27,2,1,14,182.51
37,65,0,1,15,182.49
21,30,2,0,13,182.42
8,90,1,0,10,182.37
88,107,1,1,20,182.27
17,104,2,1,15,182.23
74,141,0,1,13,182.19
42,126,0,0,9,182.19
37,88,2,1,18,182.17
21,77,0,0,17,182.15
49,139,0,0,19,182.1
3,34,1,0,16,182.1
33,101,0,4,13,182.09
22,37,2,5,27,182.06
65,89,0,0,23,181.99
19,77,0,0,18,181.99
35,88,4,0,20,181.93
32,104,0,0,20,181.9
89,92,1,0,23,181.85
8,17,0,0,10,181.82
113,131,1,2,2,181.81
74,139,0,1,21,181.81
76,89,2,2,20,181.79
59,61,2,2,12,181.78
39,62,2,4,12,181.75
16,55,2,1,17,181.74
37,119,9,8,45,181.72
16,109,1,0,18,181.7
92,141,0,1,12,181.69
35,94,3,0,20,181.69
77,96,0,0,16,181.68
89,144,4,1,20,181.67
5,35,1,0,16,181.67
34,94,2,0,18,181.49
78,94,2,2,25,181.49
89,98,0,0,20,181.47
24,87,0,0,8,181.42
37,55,3,4,24,181.41
13,44,0,0,14,181.39
86,121,0,0,11,181.37
36,40,1,2,16,181.28
36,38,0,1,16,181.27
18,99,1,1,18,181.26
104,111,3,0,14,181.24
36,91,1,1,12,181.23
72,86,5,4,11,181.22
45,109,1,0,20,181.2
18,145,1,1,32,181.08
15,60,0,0,10,181.07
50,87,0,0,11,181.04
34,89,1,1,28,180.98
19,50,0,0,20,180.98
35,143,2,3,18,180.96
30,143,0,2,12,180.92
7,63,0,1,11,180.87
42,66,2,2,16,180.83
5,147,0,2,12,180.82
26,41,2,0,13,180.76
33,69,0,3,25,180.75
38,91,0,1,10,180.61
10,109,1,1,21,180.55
50,147,0,2,20,180.39
41,143,3,3,12,180.37
63,143,1,3,7,180.34
11,91,0,0,7,180.25
35,132,0,0,21,180.21
68,139,1,0,26,180.1
10,119,8,5,36,180.04
71,88,3,1,19,180.03
14,94,1,0,13,179.99
21,102,0,1,15,179.98
60,110,0,0,12,179.96
45,128,1,0,6,179.92
17,55,0,0,20,179.89
73,140,1,0,15,179.86
10,13,0,0,12,179.86
33,124,0,1,11,179.82
7,133,0,0,9,179.81
60,80,0,1,13,179.81
62,141,1,2,11,179.81
17,63,2,0,10,179.78
30,122,2,1,7,179.74
69,72,2,2,22,179.64
28,55,1,2,17,179.62
19,145,0,2,15,179.59
14,41,1,0,14,179.59
31,68,0,1,29,179.58
9,99,0,0,14,179.56
13,18,1,1,19,179.54
19,106,0,0,20,179.51
37,83,0,2,14,179.49
55,57,0,0,15,179.47
46,47,1,0,10,179.47
116,118,2,3,14,179.46
89,110,0,1,21,179.44
100,147,2,0,9,179.43
3,120,1,3,4,179.41
53,80,2,1,10,179.38
14,79,1,1,13,179.38
69,118,2,2,25,179.35
18,25,4,4,23,179.33
53,147,0,2,14,179.28
71,139,3,0,21,179.25
30,79,0,0,14,179.19
20,53,0,0,10,179.19
3,7,1,0,15,179.18
50,148,0,1,15,179.14
65,100,0,0,7,179.08
65,75,0,1,10,179.01
25,41,0,1,17,178.98
37,49,0,2,23,178.85
23,92,1,0,9,178.85
30,35,2,1,15,178.83
35,141,0,1,17,178.82
48,138,0,0,12,178.8
5,78,1,2,24,178.8
76,111,0,1,9,178.76
61,66,1,3,10,178.74
145,147,3,0,17,178.71
50,81,0,5,14,178.71
18,118,0,4,31,178.62
44,46,1,1,15,178.61
103,105,1,3,23,178.58
99,105,2,2,13,178.55
23,55,0,1,12,178.47
46,93,1,0,7,178.45
22,147,2,1,22,178.37
37,106,0,5,25,178.32
109,145,3,1,22,178.29
44,61,1,2,13,178.25
26,30,1,0,10,178.24
9,57,0,0,15,178.24
18,28,2,4,22,178.23
75,140,0,3,10,178.22
59,94,2,2,16,178.2
22,55,2,0,26,178.19
81,139,1,0,19,178.14
78,114,0,1,14,178.12
50,54,0,0,13,178.11
6,109,0,2,14,178.11
61,69,2,0,17,178.11
11,13,0,1,9,178.05
15,115,1,2,9,177.98
51,143,4,4,12,177.94
6,94,3,1,8,177.82
28,49,1,1,13,177.75
130,141,1,0,10,177.74
105,127,0,0,15,177.73
94,119,4,8,34,177.71
39,56,0,1,14,177.71
19,113,0,0,10,177.71
2,64,0,1,8,177.69
88,115,0,1,13,177.68
7,94,2,2,18,177.68
66,84,0,1,19,177.65
4,41,1,0,10,177.63
45,90,1,0,15,177.62
51,65,1,1,13,177.61
3,21,1,0,10,177.6
41,45,1,2,12,177.54
107,146,0,0,17,177.51
52,64,0,0,11,177.46
55,94,1,2,20,177.36
27,106,1,0,22,177.27
35,81,2,1,19,177.22
19,97,2,1,11,177.19
50,119,2,6,42,177.16
145,149,0,0,10,177.09
40,68,1,0,24,177.08
89,148,0,0,25,177.07
7,34,0,2,19,177.07
33,95,1,0,14,177.06
34,51,1,0,18,177.05
116,145,1,3,13,177.04
26,64,0,0,10,177.03
21,105,1,0,20,177.03
4,17,0,1,7,177.01
15,101,0,2,8,177.0
96,102,3,3,16,176.93
18,19,1,2,26,176.91
38,119,6,5,39,176.9
138,144,0,1,12,176.85
49,73,1,0,20,176.82
105,145,1,1,24,176.82
71,73,3,1,22,176.78
15,73,0,1,12,176.75
35,139,1,1,23,176.74
31,146,1,0,16,176.74
78,136,1,3,22,176.68
55,122,0,0,13,176.68
40,44,1,1,22,176.66
30,97,1,3,6,176.65
44,138,0,0,17,176.65
17,140,0,2,13,176.58
54,141,0,0,10,176.56
52,66,1,1,15,176.49
59,73,1,0,20,176.48
73,105,0,0,29,176.47
89,103,4,3,26,176.45
7,19,0,1,13,176.44
9,106,3,0,24,176.43
18,109,2,0,37,176.42
2,39,0,0,11,176.42
2,149,0,0,7,176.4
46,80,0,0,14,176.39
33,68,0,0,23,176.37
17,20,0,0,9,176.34
100,135,3,2,7,176.33
45,68,2,1,21,176.33
64,92,1,0,11,176.32
44,68,0,1,28,176.31
27,40,0,6,15,176.3
82,91,1,0,10,176.27
14,36,4,1,9,176.24
9,45,2,1,17,176.23
42,69,2,4,17,176.22
34,107,2,2,22,176.2
75,107,0,0,13,176.19
116,140,1,1,11,176.15
5,101,1,1,10,176.14
102,139,0,0,24,176.11
128,132,2,0,7,176.1
5,30,0,0,11,176.08
73,108,0,1,15,176.07
104,121,0,1,13,176.06
104,145,3,4,18,176.06
4,40,1,1,14,176.04
50,66,1,2,16,176.02
82,109,0,0,15,176.02
19,59,0,0,15,176.02
56,70,0,0,8,176.01
31,118,2,4,22,175.98
65,107,0,0,16,175.96
65,68,0,1,21,175.96
49,92,0,0,14,175.91
5,73,1,2,16,175.91
50,116,1,1,15,175.9
46,59,1,1,13,175.89
49,147,0,2,16,175.84
3,35,0,2,14,175.82
17,116,1,3,13,175.82
83,143,2,1,15,175.8
73,127,0,1,11,175.77
27,109,2,1,20,175.73
31,56,0,2,21,175.72
101,143,0,0,15,175.71
4,83,1,0,11,175.69
7,144,0,2,13,175.68
10,92,0,2,12,175.65
60,83,0,0,13,175.64
110,139,1,0,11,175.61
10,107,0,0,23,175.6
20,107,0,0,10,175.59
31,77,0,1,24,175.58
90,92,2,0,13,175.57
37,64,1,1,17,175.55
109,147,2,1,22,175.51
114,118,0,0,9,175.48
49,69,0,2,22,175.47
122,128,1,1,4,175.46
23,89,1,0,17,175.45
89,138,1,4,20,175.45
19,73,0,0,18,175.42
33,77,1,0,21,175.42
26,60,0,0,7,175.4
139,142,0,0,14,175.39
22,73,2,1,23,175.37
32,58,0,0,13,175.36
16,69,0,1,21,175.36
30,78,1,2,20,175.33
36,51,0,1,16,175.29
24,78,1,1,21,175.24
48,147,1,1,15,175.22
6,86,1,1,13,175.17
6,41,1,4,7,175.17
25,105,0,0,23,175.12
69,101,0,0,19,175.05
8,96,0,1,9,175.03
50,102,1,3,20,175.02
10,12,0,0,11,175.0
36,104,0,1,17,174.99
41,53,1,0,14,174.98
38,78,0,0,33,174.96
27,54,1,0,12,174.93
36,119,2,0,38,174.88
65,135,0,0,14,174.86
83,110,0,0,11,174.85
86,109,2,1,21,174.82
12,105,1,2,13,174.81
21,106,1,2,18,174.79
72,147,0,2,17,174.78
45,122,0,0,11,174.77
76,84,1,0,11,174.77
16,41,2,0,13,174.73
59,80,2,0,15,174.61
49,50,0,0,19,174.49
5,109,0,1,21,174.47
22,65,1,1,16,174.47
68,87,1,0,12,174.46
13,31,1,2,11,174.45
35,86,3,3,20,174.45
48,109,0,0,20,174.44
90,105,0,0,22,174.36
33,35,2,3,20,174.33
73,79,1,2,19,174.32
109,120,1,1,8,174.3
39,79,0,0,16,174.28
10,77,1,0,18,174.27
82,98,1,1,7,174.21
128,147,0,1,9,174.13
28,102,1,2,15,174.12
5,26,1,0,12,174.11
33,65,0,1,14,174.11
15,112,0,1,7,174.07
62,73,0,1,16,174.07
49,52,0,1,14,174.06
4,27,2,2,11,174.05
62,139,1,1,15,174.02
49,116,0,1,14,173.95
66,114,0,0,8,173.94
31,76,0,0,17,173.92
17,34,0,2,17,173.9
71,79,1,0,19,173.89
107,116,1,1,15,173.87
17,38,0,0,19,173.79
36,68,0,1,20,173.67
5,68,0,1,23,173.64
109,141,3,0,15,173.64
66,138,0,0,17,173.63
112,135,2,2,11,173.61
77,86,2,2,16,173.58
83,139,1,0,19,173.57
5,140,2,1,11,173.53
30,68,1,0,17,173.53
19,37,0,2,20,173.51
104,138,2,2,12,173.5
138,143,2,1,13,173.49
18,83,1,1,26,173.48
85,143,1,0,12,173.47
37,107,1,3,26,173.46
90,112,0,1,11,173.44
22,64,2,1,15,173.43
18,107,1,0,36,173.43
16,38,1,0,14,173.35
28,44,1,0,17,173.33
3,144,1,0,10,173.3
9,24,0,1,14,173.26
41,109,3,2,19,173.23
38,70,3,1,6,173.23
58,95,0,0,10,173.19
27,30,3,2,12,173.17
64,78,1,0,22,173.14
44,66,0,0,24,173.14
25,83,2,2,13,173.12
17,61,0,2,10,173.09
18,112,0,0,22,173.09
89,145,3,3,25,173.08
23,69,2,0,14,173.05
34,140,0,2,15,173.05
3,74,0,1,14,173.04
25,32,1,0,14,173.03
74,140,2,3,14,173.0
16,89,1,1,22,172.97
39,71,1,2,16,172.95
99,146,1,0,10,172.91
58,91,0,0,7,172.9
73,92,1,5,15,172.86
76,80,0,0,13,172.85
89,108,2,3,15,172.83
57,89,4,2,18,172.83
20,22,2,0,13,172.81
31,102,4,2,22,172.75
71,129,0,0,12,172.75
75,102,0,1,10,172.74
15,64,1,0,8,172.71
34,61,0,0,12,172.67
30,38,1,1,14,172.66
100,106,0,2,11,172.58
27,63,0,3,7,172.58
5,31,3,3,15,172.52
96,135,2,2,12,172.48
53,89,1,0,20,172.44
49,79,1,2,14,172.37
7,58,0,2,13,172.35
18,59,3,3,25,172.33
56,119,2,5,31,172.31
49,105,0,0,24,172.31
10,26,0,0,16,172.25
36,116,0,0,13,172.24
100,113,0,1,8,172.18
60,69,1,0,18,172.14
31,33,3,2,19,172.13
40,41,2,1,17,172.12
68,91,0,0,21,172.12
16,105,0,1,19,172.1
45,55,0,0,20,172.1
118,132,0,0,18,172.09
68,135,1,3,20,172.08
48,83,3,2,11,172.04
63,69,1,0,17,172.01
33,139,0,1,21,172.0
15,36,0,2,8,171.98
15,38,2,0,9,171.93
31,101,2,0,16,171.91
16,34,2,1,13,171.89
34,70,1,0,9,171.86
35,59,1,2,21,171.83
22,72,2,2,19,171.82
7,109,3,1,21,171.79
49,107,1,0,22,171.72
2,47,0,2,9,171.72
107,136,2,9,6,171.69
34,115,2,2,16,171.68
5,41,2,1,14,171.68
61,141,0,1,9,171.64
59,105,1,2,22,171.55
64,69,0,0,18,171.53
5,139,2,1,17,171.49
66,71,1,1,19,171.49
30,116,2,1,10,171.47
17,132,1,1,13,171.46
51,111,0,0,11,171.46
16,51,2,0,14,171.44
44,63,1,2,11,171.44
40,52,0,0,15,171.31
69,139,3,1,24,171.3
18,141,0,2,23,171.27
25,36,0,1,15,171.26
61,76,0,0,10,171.26
89,121,0,1,14,171.24
17,78,2,0,24,171.16
64,88,0,0,9,171.16
43,83,2,1,7,171.07
35,119,5,10,42,171.04
38,112,0,0,14,171.01
77,136,2,1,15,171.01
78,83,1,0,29,171.01
31,107,2,3,22,171.0
48,79,0,1,14,170.99
41,147,1,1,15,170.99
14,89,1,0,20,170.9
112,119,4,0,30,170.89
66,79,2,0,18,170.79
79,114,0,0,9,170.74
8,66,0,1,13,170.73
66,110,0,0,13,170.71
121,123,2,1,5,170.71
55,102,0,1,25,170.71
73,83,2,0,18,170.69
22,105,0,1,33,170.68
20,147,0,0,10,170.68
7,116,1,0,13,170.6
71,127,0,1,11,170.58
23,31,2,1,11,170.53
35,63,0,1,14,170.52
17,80,0,0,15,170.49
39,58,0,1,13,170.48
35,65,0,1,15,170.47
26,71,0,0,15,170.46
40,102,2,1,20,170.41
10,35,2,1,18,170.4
35,102,1,1,23,170.39
109,139,1,0,25,170.33
52,145,0,3,13,170.29
12,18,1,1,19,170.2
33,105,4,4,21,170.19
82,89,0,2,16,170.14
66,95,0,0,15,170.12
47,66,2,4,10,170.11
50,135,0,3,19,170.04
38,85,0,0,12,170.01
72,135,2,0,17,169.97
21,71,0,1,13,169.95
76,77,0,0,15,169.89
73,90,0,1,17,169.85
36,58,1,0,12,169.85
39,78,0,1,29,169.82
135,146,4,3,7,169.82
33,59,1,0,19,169.81
40,45,0,0,19,169.79
101,122,0,0,9,169.72
90,147,0,0,16,169.7
20,88,1,1,11,169.68
66,78,2,1,31,169.65
50,146,0,0,11,169.65
80,88,1,1,15,169.6
51,103,0,3,17,169.59
94,101,1,0,14,169.59
61,120,0,0,5,169.57
85,90,0,0,12,169.52
18,38,1,5,25,169.47
50,53,1,3,13,169.47
49,85,1,0,12,169.41
3,18,1,1,21,169.38
39,51,1,1,17,169.37
32,50,0,0,15,169.34
25,140,1,0,14,169.3
24,145,0,0,11,169.28
89,139,0,1,30,169.28
23,34,1,2,11,169.27
7,90,0,2,13,169.27
35,107,0,3,25,169.25
83,92,2,0,13,169.24
122,137,2,2,5,169.24
80,105,1,0,22,169.2
35,140,2,2,15,169.2
86,102,2,5,16,169.17
8,11,0,0,8,169.17
10,27,2,3,12,169.08
40,116,0,0,14,169.04
78,140,0,1,24,169.03
5,38,2,2,13,169.0
12,138,2,0,8,168.98
80,81,1,0,15,168.97
14,27,0,1,12,168.93
46,94,1,1,12,168.92
11,33,2,1,11,168.91
54,81,0,0,12,168.9
37,102,3,5,21,168.89
19,76,0,0,13,168.86
3,47,1,0,10,168.85
83,118,0,0,14,168.83
9,19,1,1,15,168.82
32,76,0,2,10,168.81
13,14,0,0,8,168.73
47,99,2,3,7,168.68
10,18,2,1,28,168.67
59,81,1,1,19,168.67
59,90,1,0,14,168.67
32,44,1,0,16,168.63
13,20,3,0,3,168.61
16,49,2,1,11,168.61
39,68,0,0,21,168.6
9,62,2,0,13,168.59
26,143,1,2,12,168.52
35,82,1,0,13,168.51
92,104,1,2,16,168.48
99,122,1,0,8,168.47
58,107,1,0,13,168.45
55,81,0,0,22,168.45
40,87,0,0,11,168.42
92,94,1,2,15,168.42
30,113,0,1,7,168.42
23,65,1,0,7,168.41
30,51,1,0,12,168.4
9,78,1,0,31,168.4
84,102,2,4,13,168.39
19,94,0,0,15,168.38
72,110,0,0,13,168.35
22,145,2,0,22,168.35
51,86,0,0,17,168.35
43,97,1,0,8,168.32
71,130,0,0,12,168.21
36,88,1,1,14,168.2
65,128,1,0,8,168.18
19,103,0,2,15,168.17
15,34,1,1,10,168.12
42,79,1,2,14,168.11
106,143,2,1,21,168.11
9,111,1,1,12,168.1
31,51,2,1,18,168.1
33,79,0,1,19,168.03
77,105,3,0,22,168.02
26,130,2,0,8,168.01
141,147,0,0,14,168.01
32,55,0,1,19,167.93
115,138,1,4,7,167.91
110,135,2,0,11,167.88
35,50,2,2,22,167.88
61,84,1,1,9,167.88
16,25,1,2,10,167.88
54,55,1,1,11,167.87
33,54,0,0,13,167.87
33,50,0,3,19,167.86
23,109,2,0,13,167.85
32,101,0,1,11,167.85
41,141,1,0,12,167.85
84,92,0,1,12,167.85
26,35,0,1,17,167.84
20,79,0,0,12,167.81
95,145,2,0,13,167.79
33,36,2,1,13,167.78
96,104,3,2,15,167.78
51,107,0,0,19,167.76
69,81,1,3,19,167.75
90,111,1,0,10,167.62
80,143,0,0,16,167.6
81,108,0,1,10,167.59
63,88,0,0,13,167.58
42,102,2,2,14,167.55
19,45,1,0,16,167.47
26,94,0,0,17,167.44
116,132,0,0,13,167.43
33,141,0,1,11,167.39
30,145,0,0,13,167.37
71,106,2,3,23,167.31
54,64,0,0,9,167.3
88,145,2,0,16,167.29
44,71,1,4,17,167.28
37,105,1,3,25,167.26
43,108,0,0,6,167.26
93,97,1,0,6,167.24
139,148,1,0,12,167.22
38,129,1,0,9,167.17
2,110,0,0,9,167.16
48,80,0,2,9,167.11
96,138,3,0,10,167.11
115,131,2,3,2,167.08
102,145,1,2,18,167.07
41,49,1,0,16,167.06
7,30,1,0,12,167.05
77,104,1,1,19,167.01
50,101,0,0,17,166.96
26,102,0,0,16,166.96
39,50,0,0,20,166.93
63,98,0,1,8,166.92
27,34,3,4,14,166.91
15,66,0,0,13,166.88
28,31,4,1,13,166.88
26,73,2,1,13,166.87
49,64,0,0,15,166.82
59,102,2,2,17,166.81
46,96,1,0,12,166.8
36,89,0,4,22,166.78
55,138,0,1,16,166.76
91,119,2,1,31,166.75
58,85,0,0,10,166.73
34,49,0,0,19,166.71
7,71,1,1,18,166.69
26,122,0,0,9,166.57
60,78,0,0,23,166.55
115,116,1,0,14,166.51
119,143,8,12,29,166.5
31,59,1,1,20,166.5
13,33,1,0,11,166.49
32,89,1,1,23,166.48
82,83,2,0,10,166.47
23,27,3,1,6,166.41
49,65,0,1,14,166.37
13,32,0,0,10,166.36
50,89,2,3,27,166.35
7,53,0,1,12,166.29
41,64,1,0,10,166.25
92,100,0,0,10,166.21
95,138,1,1,10,166.2
65,127,0,0,9,166.17
40,64,0,0,15,166.17
42,107,1,0,14,166.14
27,41,2,2,12,166.13
4,73,0,0,12,166.09
28,78,1,2,23,166.08
15,84,0,0,8,166.06
65,130,0,0,8,166.04
5,97,1,1,11,166.01
10,76,1,1,12,166.0
50,85,0,2,15,165.98
17,66,0,2,16,165.97
52,133,0,0,8,165.96
80,92,0,0,14,165.96
93,99,2,0,5,165.95
89,96,1,4,18,165.95
9,77,1,0,17,165.94
121,145,0,1,10,165.9
73,81,0,1,17,165.87
66,76,0,0,13,165.86
38,94,3,2,14,165.77
51,98,0,0,14,165.75
22,61,2,1,14,165.75
58,145,1,0,13,165.7
19,135,1,0,14,165.68
38,88,4,1,14,165.68
52,128,1,0,6,165.65
145,148,0,0,16,165.65
9,87,0,0,11,165.63
10,84,0,2,15,165.62
44,103,1,1,19,165.62
13,55,0,1,13,165.61
129,144,0,0,8,165.59
83,132,1,0,14,165.58
30,45,1,0,12,165.54
25,91,3,0,12,165.52
69,76,2,0,17,165.49
66,130,0,0,13,165.49
3,54,1,1,8,165.46
33,83,1,1,16,165.44
68,118,0,0,26,165.42
6,13,1,0,8,165.42
81,109,1,1,19,165.41
4,88,1,0,11,165.36
15,52,0,0,10,165.32
68,80,1,0,21,165.32
116,119,5,7,28,165.3
55,107,0,0,24,165.14
74,84,0,1,16,165.13
46,107,1,0,16,165.12
61,132,0,0,12,165.12
113,115,4,3,4,165.11
39,92,0,1,14,165.09
51,78,1,1,29,165.06
6,59,1,1,12,165.06
78,143,1,1,29,165.04
7,16,0,0,13,165.01
55,105,0,1,27,165.01
72,98,2,1,9,164.99
42,74,1,6,12,164.97
17,54,0,0,11,164.97
106,120,0,0,9,164.97
21,86,0,1,13,164.95
3,76,0,1,8,164.89
13,101,0,0,9,164.89
59,119,1,3,37,164.87
14,39,0,0,14,164.85
55,144,1,0,13,164.85
107,147,2,0,21,164.85
80,144,0,0,14,164.84
21,40,1,1,15,164.84
109,122,1,0,13,164.82
76,87,0,0,8,164.79
34,41,1,1,16,164.78
27,36,0,0,14,164.73
6,42,0,0,12,164.7
55,79,0,0,20,164.67
79,147,0,1,18,164.65
11,18,0,2,17,164.63
27,116,2,1,11,164.63
24,74,0,0,14,164.58
109,140,1,1,19,164.57
86,142,0,2,10,164.57
74,143,0,3,15,164.56
38,147,0,0,17,164.55
90,95,0,0,13,164.54
73,135,0,1,22,164.52
13,118,1,1,10,164.47
105,149,1,1,12,164.47
77,107,2,1,18,164.45
7,124,0,0,10,164.44
3,31,3,4,12,164.44
21,137,0,0,6,164.44
18,23,1,1,13,164.42
7,24,1,0,13,164.41
17,65,0,0,12,164.36
30,119,2,2,28,164.33
96,106,1,1,21,164.32
18,20,2,1,15,164.31
